customerID,gender,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4872-JCVCA,Female,Yes,Bank transfer (automatic),47.6,3377.8,No
5346-BZCHP,Female,No,Mailed check,19.4,1346.2,No
2038-LLMLM,Female,Yes,Electronic check,103.85,4946.05,No
6173-ITPWD,Male,Yes,Bank transfer (automatic),83.35,4065,Yes
9734-UYXQI,Female,Yes,Electronic check,49.4,106.55,Yes
1216-BGTSP,Male,Yes,Credit card (automatic),108.45,4964.7,No
4138-NAXED,Male,No,Bank transfer (automatic),81,4085.75,No
2189-UXTKY,Female,Yes,Electronic check,79.2,1742.75,Yes
0744-BIKKF,Male,No,Bank transfer (automatic),86.65,6224.8,No
7483-IQWIB,Male,Yes,Electronic check,92.95,3415.25,No
5248-KWLAR,Male,No,Electronic check,90.35,6325.25,No
4958-GZWIY,Male,No,Electronic check,48.7,340.25,Yes
7996-MHXLW,Female,Yes,Credit card (automatic),25.15,1683.6,No
7833-PKIHD,Male,Yes,Bank transfer (automatic),76.4,3966.3,No
7061-OVMIM,Female,No,Bank transfer (automatic),19.55,608.5,No
5153-RTHKF,Female,No,Electronic check,85.35,2896.6,No
1852-QSWCD,Male,Yes,Mailed check,24.8,1514.85,No
4832-VRBMR,Male,Yes,Bank transfer (automatic),103.15,6792.45,No
9079-LWTFD,Male,No,Mailed check,100.75,4669.2,No
6356-ELRKD,Female,Yes,Electronic check,95.6,95.6,Yes
8624-GIOUT,Female,Yes,Credit card (automatic),59.75,2934.3,Yes
3392-EHMNK,Female,No,Credit card (automatic),94.1,6302.8,No
5986-WWXDV,Male,No,Bank transfer (automatic),19.35,779.2,No
3061-BCKYI,Male,No,Mailed check,19.9,283.75,No
6179-GJPSO,Female,Yes,Credit card (automatic),108.15,4600.7,Yes
7901-TBKJX,Male,Yes,Electronic check,101.05,5594,No
7228-PAQPD,Female,No,Credit card (automatic),59.1,772.85,No
3177-LASXD,Female,No,Electronic check,71.35,71.35,Yes
7746-QYVCO,Male,Yes,Mailed check,55.85,857.8,No
5804-HYIEZ,Male,Yes,Electronic check,106.05,7554.05,No
9919-FZDED,Male,Yes,Credit card (automatic),84.1,5981.65,No
5934-TSSAU,Female,Yes,Credit card (automatic),75.3,1702.9,No
3486-KHMLI,Male,No,Mailed check,24.7,467.15,No
4897-QSUYC,Female,Yes,Mailed check,20.15,20.15,Yes
1084-UQCHV,Male,No,Bank transfer (automatic),69.75,69.75,Yes
8290-YWKHZ,Female,Yes,Electronic check,93.2,2931,Yes
2955-BJZHG,Male,No,Electronic check,80.85,1400.85,Yes
3806-DXQOM,Female,Yes,Electronic check,33.65,137.85,Yes
6784-XYJAE,Female,No,Electronic check,55.8,1941.5,No
3933-DQPWX,Female,No,Credit card (automatic),39.7,1932.75,No
6661-EIPZC,Female,Yes,Credit card (automatic),29.5,1423.05,No
8957-THMOA,Female,No,Credit card (automatic),20.15,970.85,No
2251-PYLPB,Male,No,Credit card (automatic),79.55,5810.9,No
5555-RNPGT,Male,No,Credit card (automatic),24.8,223.9,No
1057-FOGLZ,Female,No,Mailed check,19.65,391.7,No
9300-RENDD,Male,Yes,Electronic check,79.95,79.95,Yes
0761-AETCS,Female,No,Electronic check,19.3,19.3,Yes
8087-LGYHQ,Male,Yes,Electronic check,94.05,811.65,No
4137-BTIKL,Male,No,Mailed check,90.75,174.75,No
2190-BCXEC,Female,Yes,Credit card (automatic),78.85,3126.85,No
6227-FBDXH,Male,No,Bank transfer (automatic),99.5,6841.45,No
2153-MREFK,Female,Yes,Electronic check,99.2,3754.6,Yes
2911-WDXMV,Male,Yes,Credit card (automatic),80.55,1406.65,No
7206-PQBBZ,Male,Yes,Electronic check,70.2,834.7,No
3106-ULWFW,Female,Yes,Credit card (automatic),85.2,627.4,Yes
0925-VYDLG,Female,No,Electronic check,75.25,242,Yes
4547-FZJWE,Male,No,Credit card (automatic),59.45,3157,No
7422-WNBTY,Male,Yes,Electronic check,93.35,3092,No
0842-IWYCP,Female,No,Bank transfer (automatic),44.95,2168.9,No
3521-HTQTV,Male,No,Bank transfer (automatic),26.1,980.35,No
3744-ZBHON,Female,No,Electronic check,20.2,65.95,No
3373-DIUUN,Male,No,Mailed check,21.25,711.9,No
8383-SGHJU,Female,No,Electronic check,59.4,1952.8,No
7607-QKKTJ,Male,Yes,Credit card (automatic),95,4368.85,No
7707-PYBBH,Male,Yes,Mailed check,61.9,2647.1,No
8984-HPEMB,Female,Yes,Electronic check,118.65,8477.6,No
4349-GFQHK,Male,No,Electronic check,54.35,54.35,Yes
4139-DETXS,Female,No,Bank transfer (automatic),64.45,4528,No
9779-DPNEJ,Female,Yes,Electronic check,80.15,1790.65,No
9805-FILKB,Male,Yes,Bank transfer (automatic),20.2,845.6,No
5793-YOLJN,Female,No,Mailed check,21,1210.3,No
0673-IGUQO,Male,No,Mailed check,20.45,20.45,No
4123-FCVCB,Female,Yes,Mailed check,75.85,854.45,No
8819-IMISP,Male,Yes,Electronic check,80.45,2429.1,No
7802-EFKNY,Male,Yes,Electronic check,24.95,100.4,Yes
8311-UEUAB,Female,Yes,Electronic check,75.5,5229.45,No
5858-EAFCZ,Male,No,Mailed check,44.45,44.45,No
8035-BUYVG,Male,Yes,Electronic check,42.35,1716.45,Yes
1163-ONYEY,Male,Yes,Credit card (automatic),74.55,3023.55,No
9787-XVQIU,Male,Yes,Electronic check,75.3,75.3,Yes
8945-MUQUF,Male,Yes,Electronic check,94.8,4837.6,Yes
5656-MJEFC,Male,No,Credit card (automatic),48.15,2032.3,No
6082-OQFBA,Male,No,Mailed check,19.65,436.9,No
8051-HJRLT,Female,Yes,Electronic check,70.55,70.55,Yes
8974-OVACP,Female,No,Mailed check,20.15,20.15,No
4010-YLMVT,Female,Yes,Credit card (automatic),106.6,5893.95,No
1379-FRVEB,Male,Yes,Electronic check,91,1430.05,No
8612-GXIDD,Male,Yes,Bank transfer (automatic),25.4,313,No
6288-CHQJB,Female,No,Bank transfer (automatic),69.95,3871.85,No
8160-HOWOX,Female,Yes,Electronic check,66.85,458.1,No
3023-GFLBR,Female,No,Credit card (automatic),86.15,2745.7,Yes
6648-INWPS,Male,No,Electronic check,20.15,341.35,No
4223-BKEOR,Female,No,Mailed check,64.85,1336.8,No
4079-VTGLK,Male,No,Electronic check,74.85,2181.75,No
1763-WQFUK,Male,Yes,Mailed check,50.5,147.75,No
1391-UBDAR,Male,No,Electronic check,72.9,818.45,No
8894-JVDCV,Female,Yes,Credit card (automatic),115.05,7133.45,No
2023-VQFDL,Male,No,Electronic check,19,348.8,No
1345-GKDZZ,Male,No,Mailed check,19.55,128.6,No
2014-MKGMH,Female,Yes,Electronic check,101.1,4674.4,No
5628-FCGYG,Male,Yes,Electronic check,84.1,1737.45,No
2560-WBWXF,Male,Yes,Bank transfer (automatic),24.15,1498.85,No
0248-IPDFW,Female,Yes,Electronic check,50.1,50.1,No
7978-DKUQH,Female,Yes,Electronic check,74.6,1797.75,No
4335-UPJSI,Female,No,Mailed check,19.75,498.1,No
0524-IAVZO,Female,Yes,Electronic check,85,2624.25,Yes
2737-YNGYW,Female,No,Electronic check,80.55,184.1,Yes
1784-EZDKJ,Male,Yes,Bank transfer (automatic),106.8,5498.8,No
9297-FVVDH,Female,Yes,Electronic check,84.5,4845.4,No
8007-YYPWD,Female,No,Bank transfer (automatic),25.05,369.1,No
7101-HRBLJ,Female,Yes,Bank transfer (automatic),83.7,6096.9,No
5159-YFPKQ,Female,Yes,Electronic check,75.8,160.75,Yes
6635-CPNUN,Male,No,Credit card (automatic),96.6,2684.35,No
4021-RQSNY,Male,Yes,Electronic check,98.5,3004.15,Yes
5453-YBTWV,Male,Yes,Credit card (automatic),101.1,6994.8,No
5039-LZRQT,Female,No,Mailed check,20.2,273.25,No
2931-VUVJN,Female,Yes,Electronic check,94.05,5483.9,No
9061-TIHDA,Male,Yes,Electronic check,95.25,1233.65,Yes
8699-ASUFO,Male,Yes,Mailed check,74.4,527.9,Yes
6418-PIQSP,Female,No,Mailed check,81,4985.9,No
8220-OCUFY,Female,Yes,Electronic check,60.25,1258.35,No
3995-WFCSM,Female,No,Electronic check,60.85,111.4,No
1895-QTKDO,Female,No,Credit card (automatic),43.95,43.95,No
2038-OEQZH,Male,No,Electronic check,86.05,308.1,No
1178-PZGAB,Female,No,Credit card (automatic),20.25,383.65,No
7927-AUXBZ,Female,No,Electronic check,85.15,2555.9,Yes
2626-VEEWG,Male,Yes,Credit card (automatic),19.4,1284.2,No
2878-RMWXY,Male,Yes,Credit card (automatic),102.65,7550.3,No
1657-DYMBM,Male,No,Credit card (automatic),19.9,1110.05,No
7311-MQJCH,Female,No,Electronic check,19.55,99.6,No
7375-WMVMT,Male,Yes,Credit card (automatic),95.5,6707.15,No
1136-XGEQU,Female,Yes,Credit card (automatic),84.15,4164.4,No
2530-FMFXO,Male,Yes,Electronic check,103.2,5873.75,No
6844-DZKRF,Male,Yes,Credit card (automatic),50.2,109.25,No
4695-WJZUE,Female,Yes,Electronic check,88.55,179.25,Yes
7619-ODSGN,Male,No,Electronic check,54.75,1338.15,Yes
5970-GHJAW,Male,No,Credit card (automatic),19.95,862.4,No
8879-XUAHX,Male,Yes,Electronic check,116.25,8564.75,No
3689-MOZGR,Female,Yes,Electronic check,31.2,926.2,No
4195-PNGZS,Male,No,Bank transfer (automatic),24.45,1718.2,No
5003-XZWWO,Male,No,Credit card (automatic),84.2,5956.85,No
3988-RQIXO,Female,Yes,Electronic check,91.3,91.3,Yes
7622-FWGEW,Male,Yes,Bank transfer (automatic),85.65,4824.45,No
6922-NCEDI,Male,Yes,Mailed check,21.2,1238.65,No
2514-GINMM,Male,Yes,Electronic check,79.5,79.5,Yes
9891-NQDBD,Female,No,Mailed check,25.55,672.2,No
6131-IUNXN,Female,No,Mailed check,20.2,382.2,No
8548-AWOFC,Male,No,Electronic check,63.85,4264.6,No
9798-DRYDS,Female,Yes,Mailed check,61.95,1070.7,No
8532-UEFWH,Male,No,Mailed check,25.75,1345.85,No
6296-DDOOR,Female,No,Electronic check,58.2,1045.25,No
7951-VRDVK,Female,No,Bank transfer (automatic),85.85,3003.55,No
5931-FLJJF,Male,Yes,Mailed check,70.1,467.55,Yes
4815-YOSUK,Male,Yes,Credit card (automatic),104.9,7537.5,No
2659-VXMWZ,Male,Yes,Electronic check,111.3,7482.1,Yes
0380-NEAVX,Male,Yes,Electronic check,99.85,3343.15,No
3207-OYBWH,Male,Yes,Bank transfer (automatic),95.25,5427.05,Yes
4285-GYRQC,Female,Yes,Electronic check,86.25,587.1,Yes
7216-EWTRS,Female,Yes,Electronic check,100.8,100.8,Yes
4365-MSDYN,Male,Yes,Bank transfer (automatic),19.55,161.15,No
7036-TYDEC,Female,No,Electronic check,104,7028.5,No
5802-ADBRC,Female,Yes,Mailed check,104.4,5232.9,No
8076-FEZKJ,Male,No,Mailed check,19.5,225.85,No
5197-YPYBZ,Female,No,Credit card (automatic),25.25,274.7,No
8337-MSSXB,Female,Yes,Electronic check,86.3,1180.95,Yes
4312-GVYNH,Female,Yes,Bank transfer (automatic),49.85,3370.2,No
8495-LJDFO,Female,Yes,Bank transfer (automatic),108.95,7111.3,No
0839-JTCUD,Female,No,Credit card (automatic),89.9,5958.85,No
5494-WOZRZ,Female,Yes,Credit card (automatic),82,5999.85,No
1302-UHBDD,Male,No,Electronic check,89.95,1648.45,No
2234-EOFPT,Male,Yes,Bank transfer (automatic),79.35,5753.25,No
8619-IJNDK,Female,No,Credit card (automatic),64.05,4492.9,No
8378-LKJAF,Male,Yes,Credit card (automatic),101.15,3956.7,No
8182-BJDSI,Female,Yes,Electronic check,89.95,2625.55,Yes
2528-HFYZX,Male,Yes,Electronic check,76.45,1233.4,Yes
1153-GNOLC,Male,Yes,Electronic check,39.1,1309,No
3298-QEICA,Female,No,Mailed check,34.6,813.45,No
0788-DXBFY,Male,Yes,Electronic check,19.55,1108.8,No
3597-YASZG,Female,Yes,Bank transfer (automatic),104.45,7349.35,No
3496-LFSZU,Male,No,Electronic check,70.5,294.2,No
5242-UOWHD,Male,No,Mailed check,20.35,929.2,No
2482-CZGBB,Male,Yes,Electronic check,70,740,Yes
6479-SZPLM,Male,No,Credit card (automatic),19.45,754.5,No
8097-VBQTZ,Male,Yes,Mailed check,69.9,3883.3,No
4500-HKANN,Male,No,Mailed check,59.7,1414.2,No
9917-KWRBE,Female,Yes,Credit card (automatic),78.35,3211.2,No
3420-ZDBMA,Male,Yes,Mailed check,71.45,371.6,No
2212-LYASK,Male,Yes,Credit card (automatic),45.85,1246.4,No
1393-IMKZG,Female,Yes,Electronic check,95.85,95.85,No
8069-RHUXK,Female,No,Credit card (automatic),35.7,2545.7,No
3398-GCPMU,Female,Yes,Credit card (automatic),89.55,6448.85,No
2908-WGAXL,Female,Yes,Credit card (automatic),24.95,1468.9,No
3378-AJRAO,Male,No,Electronic check,24.85,1013.6,No
1013-QCWAM,Female,Yes,Electronic check,100.8,6690.75,No
0866-QLSIR,Female,Yes,Mailed check,64.4,2088.75,Yes
6050-FFXES,Female,No,Bank transfer (automatic),105.35,7240.65,No
7181-BQYBV,Female,Yes,Electronic check,102.45,102.45,Yes
0362-RAOQO,Female,No,Credit card (automatic),19.65,830.25,No
9554-DFKIC,Male,Yes,Bank transfer (automatic),54.45,1588.7,No
5527-ACHSO,Female,No,Mailed check,70.5,829.3,No
0829-DDVLK,Female,No,Credit card (automatic),20.1,302.45,No
1399-UBQIU,Male,Yes,Electronic check,69.35,712.25,No
1813-JLKWR,Female,No,Bank transfer (automatic),19.8,1336.65,No
0336-PIKEI,Male,No,Bank transfer (automatic),74.4,5360.75,No
7322-OCWHC,Male,Yes,Bank transfer (automatic),93.05,6735.05,No
9537-VHDTA,Female,No,Mailed check,51.2,51.2,No
4957-TIALW,Female,No,Credit card (automatic),65.6,1010,No
2054-PJOCK,Female,No,Credit card (automatic),80.55,4847.05,No
9150-HEPMB,Male,No,Mailed check,52.7,3019.7,No
9030-QGZNL,Female,No,Mailed check,20.85,161.65,No
6204-IEUXJ,Female,No,Credit card (automatic),80.1,217.55,Yes
3126-WQMGH,Female,Yes,Credit card (automatic),52.15,2583.75,No
4529-CKBCL,Female,Yes,Electronic check,80.2,146.05,Yes
2506-CLAKW,Female,Yes,Bank transfer (automatic),98.15,567.45,Yes
7176-WRTNX,Male,Yes,Bank transfer (automatic),114.95,7711.25,No
1583-IHQZE,Male,Yes,Mailed check,112.95,1384.75,Yes
5732-IKGQH,Male,Yes,Bank transfer (automatic),104.45,5481.25,No
9239-GZHZE,Female,Yes,Credit card (automatic),113.65,8124.2,No
7205-BAIAD,Female,Yes,Bank transfer (automatic),20.6,827.3,No
0151-ONTOV,Female,No,Mailed check,70.9,70.9,Yes
4140-MUHUG,Female,Yes,Electronic check,86.85,220.95,Yes
0093-EXYQL,Female,Yes,Electronic check,91.55,3673.6,No
8064-RAVOH,Male,Yes,Electronic check,49.85,49.85,No
0219-QAERP,Male,No,Credit card (automatic),19.8,576.65,No
0320-JDNQG,Male,Yes,Electronic check,99.85,2331.3,Yes
7180-PISOG,Male,Yes,Electronic check,74.5,74.5,Yes
9168-INPSZ,Female,No,Electronic check,104.15,4495.65,No
3571-RFHAR,Male,Yes,Electronic check,109.15,6941.2,Yes
0015-UOCOJ,Female,Yes,Electronic check,48.2,340.35,No
5334-AFQJB,Male,Yes,Credit card (automatic),25.1,1789.9,No
2754-SDJRD,Female,Yes,Credit card (automatic),100.15,908.55,No
9578-VRMNM,Female,Yes,Credit card (automatic),65.2,1043.35,Yes
1587-FKLZB,Male,Yes,Credit card (automatic),99.5,6822.15,Yes
6140-QNRQQ,Male,Yes,Mailed check,71.55,71.55,Yes
8963-JLGJT,Male,No,Mailed check,55.9,157.55,No
4307-KTUMW,Male,No,Electronic check,93.9,5029.2,Yes
1465-LNTLJ,Male,Yes,Credit card (automatic),64.4,581.7,No
5440-FLBQG,Male,Yes,Bank transfer (automatic),108.4,7318.2,Yes
2135-DQWAQ,Female,Yes,Mailed check,85.3,420.45,No
4056-QHXHZ,Female,No,Mailed check,107.45,7576.7,No
7470-MCQTK,Female,Yes,Bank transfer (automatic),48.75,633.4,Yes
7488-MXJIV,Female,Yes,Electronic check,85.65,321.65,Yes
7401-JIXNM,Female,No,Credit card (automatic),91.3,4965,No
9339-FIIJL,Male,No,Bank transfer (automatic),85.95,6151.9,No
2027-FECZV,Male,Yes,Electronic check,106.7,1253.9,Yes
2672-DZUOY,Male,Yes,Electronic check,25.15,25.15,Yes
4706-DGAHW,Male,No,Electronic check,45.2,45.2,No
3870-MQAMG,Female,No,Electronic check,110.35,5893.15,Yes
6670-MFRPK,Male,Yes,Credit card (automatic),79.2,5420.65,No
6177-PEVRA,Female,No,Credit card (automatic),55.5,2627.35,No
4800-CZMPC,Female,Yes,Credit card (automatic),103.25,5037.55,Yes
4813-HQMGZ,Female,Yes,Electronic check,90.25,743.75,No
7579-KKLOE,Male,Yes,Mailed check,91.25,6589.6,No
7377-DMMRI,Male,Yes,Electronic check,47.8,92.45,Yes
8402-EIVQS,Male,Yes,Credit card (automatic),100.9,6733.15,No
4947-DSMXK,Male,Yes,Bank transfer (automatic),97.7,3410,No
7245-NIIWQ,Female,Yes,Electronic check,69.85,199.85,No
0002-ORFBO,Female,Yes,Mailed check,65.6,593.3,No
3324-OIRTO,Male,Yes,Bank transfer (automatic),104.65,7288.4,No
5414-OFQCB,Male,Yes,Credit card (automatic),90.45,5229.8,No
4967-WPNCF,Male,Yes,Bank transfer (automatic),63.7,4464.8,No
8552-OBVRU,Female,Yes,Electronic check,104.5,5068.05,No
8499-BRXTD,Male,No,Mailed check,20.1,401.85,No
9154-QDGTH,Male,Yes,Credit card (automatic),104.3,4451.85,No
8197-BFWVU,Female,Yes,Bank transfer (automatic),93.25,6688.95,No
2577-GVSIL,Male,Yes,Bank transfer (automatic),73.45,2661.1,No
9367-OIUXP,Male,No,Mailed check,20.7,73.05,No
6770-UAYGJ,Female,No,Mailed check,25.25,1211.65,No
6463-HHXJR,Female,No,Bank transfer (automatic),100.5,7030.65,No
7928-VJYAB,Male,No,Electronic check,90.6,1020.2,No
1187-WILMM,Male,Yes,Credit card (automatic),89.4,5597.65,No
9776-OJUZI,Female,Yes,Bank transfer (automatic),95.45,6223.3,No
1306-RPWXZ,Female,No,Credit card (automatic),20.45,1024.65,No
8949-JTMAY,Female,Yes,Credit card (automatic),98.6,2933.2,Yes
2774-LVQUS,Female,Yes,Electronic check,83.05,1258.3,Yes
3097-PYWXL,Female,Yes,Electronic check,19.95,82.9,No
2266-SJNAT,Female,No,Credit card (automatic),109.15,7789.6,No
0869-PAPRP,Female,Yes,Credit card (automatic),85.7,2067,No
4238-JSSWH,Female,No,Bank transfer (automatic),102.05,3452.55,No
2972-YDYUW,Female,No,Electronic check,94.7,5468.95,No
1104-FEJAM,Male,No,Electronic check,64.4,1802.15,No
2809-ILCYT,Female,Yes,Mailed check,26.8,733.55,No
5499-ECUTN,Female,Yes,Credit card (automatic),66.05,3021.45,No
4981-FLTMF,Female,No,Bank transfer (automatic),65.2,3687.85,No
9121-PHQSR,Male,Yes,Credit card (automatic),85.05,1391.15,No
3113-IWHLC,Male,Yes,Mailed check,55.8,274.35,No
3211-ILJTT,Male,Yes,Bank transfer (automatic),70.4,1214.05,Yes
4612-THJBS,Female,Yes,Bank transfer (automatic),104.75,5510.65,Yes
4277-BWBML,Male,No,Bank transfer (automatic),19.95,1322.85,No
4094-NSEDU,Female,Yes,Electronic check,94.25,1973.75,Yes
0234-TEVTT,Female,No,Credit card (automatic),45,2196.3,No
4304-TSPVK,Female,No,Bank transfer (automatic),114.9,7843.55,No
1552-AAGRX,Female,No,Bank transfer (automatic),106.4,3211.9,No
2637-FKFSY,Female,Yes,Mailed check,46.1,130.15,No
9796-MVYXX,Female,No,Mailed check,39.7,692.35,No
7874-ECPQJ,Female,Yes,Bank transfer (automatic),20.05,85.5,No
0020-INWCK,Female,Yes,Credit card (automatic),95.75,6849.4,No
7089-RKVSZ,Male,No,Mailed check,24.4,203.95,No
2683-JXWQQ,Male,No,Bank transfer (automatic),33.6,2117.2,No
9548-ZMVTX,Male,No,Bank transfer (automatic),90.45,6565.85,No
8739-XNIKG,Female,Yes,Electronic check,84,424.75,No
9755-JHNMN,Female,No,Bank transfer (automatic),67.4,3306.85,No
3981-QSVQI,Male,Yes,Bank transfer (automatic),19.7,168.9,No
2789-HQBOU,Male,Yes,Electronic check,80.35,253.8,No
9424-CMPOG,Male,No,Mailed check,19.6,197.4,No
5067-WJEUN,Male,Yes,Bank transfer (automatic),54.2,3838.2,No
3450-WXOAT,Male,Yes,Credit card (automatic),45.2,2065.15,No
9251-WNSOD,Female,No,Mailed check,75.1,5064.45,No
6974-DAFLI,Female,No,Electronic check,19.7,1140.05,No
2616-UUTFK,Male,Yes,Bank transfer (automatic),72.75,2447.45,No
7064-JHXCE,Male,No,Credit card (automatic),20.05,1263.9,No
5103-MHMHY,Female,No,Mailed check,45.95,45.95,Yes
7989-AWGEH,Male,Yes,Electronic check,39.2,1838.15,No
4373-VVHQL,Male,Yes,Electronic check,44.75,44.75,No
4559-UWIHT,Male,Yes,Electronic check,82.65,1185,No
7268-IGMFD,Male,No,Bank transfer (automatic),93.9,1743.9,No
1846-XWOQN,Female,Yes,Electronic check,70.15,70.15,Yes
0235-KGSLC,Female,Yes,Credit card (automatic),85.55,85.55,Yes
6650-BWFRT,Female,Yes,Credit card (automatic),117.15,8529.5,No
9570-KYEUA,Male,No,Credit card (automatic),99.25,6549.45,No
6993-YGFJV,Male,Yes,Bank transfer (automatic),112.55,7806.5,No
2712-SYWAY,Female,Yes,Electronic check,25.7,25.7,No
0730-BGQGF,Male,No,Credit card (automatic),90.3,6287.3,No
5498-IBWPI,Female,Yes,Credit card (automatic),49.4,3251.85,No
9101-NTIXF,Male,No,Mailed check,19.4,50.6,No
0013-SMEOE,Female,Yes,Bank transfer (automatic),109.7,7904.25,No
9314-QDMDW,Male,Yes,Electronic check,61.25,729.95,No
9308-ANMVE,Male,Yes,Electronic check,55.3,2654.05,No
2884-GBPFB,Female,Yes,Electronic check,70.3,2416.55,Yes
3757-NJYBX,Male,No,Bank transfer (automatic),106.35,3520.75,Yes
3413-DHLPB,Male,Yes,Bank transfer (automatic),103.75,5969.95,No
7649-PHJVR,Male,No,Mailed check,19.5,226.8,No
6114-TCFID,Female,No,Credit card (automatic),39.5,1082.75,No
3787-TRIAL,Male,Yes,Electronic check,26.05,565.75,No
2573-GYRUU,Male,Yes,Credit card (automatic),91.05,4370.75,No
5156-UMKOW,Female,No,Mailed check,29.65,90.05,No
1247-QBVSH,Female,No,Mailed check,50.2,2169.4,No
6734-GMPVK,Male,No,Electronic check,105.3,550.6,No
9822-OAOVB,Female,Yes,Electronic check,55.45,55.45,No
6161-ERDGD,Male,No,Electronic check,85.45,6300.85,No
1226-JZNKR,Female,No,Electronic check,19.8,160.05,No
7318-EIVKO,Male,Yes,Electronic check,59.25,436.6,No
3771-PZOBW,Male,Yes,Credit card (automatic),90.7,1781.35,No
5136-KCKGI,Female,Yes,Mailed check,103.7,3467,Yes
8231-BSWXX,Male,Yes,Credit card (automatic),79.05,5552.5,No
6486-LHTMA,Female,Yes,Electronic check,90.7,2835.5,No
4083-BFNYK,Female,No,Credit card (automatic),95,3591.25,No
3722-WPXTK,Male,Yes,Electronic check,88.35,88.35,Yes
7389-KBFIT,Female,Yes,Mailed check,30.25,63.75,No
7176-WIONM,Female,Yes,Bank transfer (automatic),49.85,617.15,No
5141-ZUVBH,Female,No,Bank transfer (automatic),93,870.25,No
1089-HDMKP,Male,Yes,Electronic check,54.55,601.25,No
7623-HKYRK,Male,No,Mailed check,19.7,111.65,No
0310-SUCIN,Female,Yes,Bank transfer (automatic),84.8,6046.1,No
5197-PYEPU,Female,Yes,Credit card (automatic),94.45,3923.8,No
2929-ERCFZ,Female,Yes,Electronic check,94.2,777.3,Yes
7548-SEPYI,Female,Yes,Electronic check,96.25,512.45,Yes
8835-VSDSE,Female,Yes,Electronic check,70.7,141.45,Yes
6619-RPLQZ,Female,No,Mailed check,20.85,892.15,No
3275-RHRNE,Male,Yes,Credit card (automatic),60,1682.05,No
3503-TYDAY,Female,No,Electronic check,80.45,3398.9,No
6901-GOGZG,Male,Yes,Electronic check,84.95,4984.85,No
1623-NLDOT,Female,No,Mailed check,33.55,1445.3,Yes
7021-XSNYE,Male,No,Credit card (automatic),49.65,305.55,No
9621-OUPYD,Female,Yes,Bank transfer (automatic),20.2,507.9,No
9898-KZQDZ,Female,Yes,Credit card (automatic),94.55,3640.45,Yes
8982-NHAVY,Male,Yes,Bank transfer (automatic),100.5,2673.45,No
4307-KWMXE,Male,No,Electronic check,35.75,389.8,No
0141-YEAYS,Female,Yes,Bank transfer (automatic),86.45,2401.05,No
2450-ZKEED,Female,No,Bank transfer (automatic),53.8,651.55,No
3694-DELSO,Male,No,Credit card (automatic),38.55,156.1,No
3893-JRNFS,Male,Yes,Bank transfer (automatic),39.9,2796.35,No
9603-OAIHC,Male,Yes,Electronic check,70.05,70.05,No
1133-KXCGE,Female,No,Mailed check,20.1,407.05,No
5236-PERKL,Female,Yes,Bank transfer (automatic),112.95,6465,Yes
0142-GVYSN,Male,Yes,Electronic check,20.3,511.25,No
1049-FYSYG,Female,Yes,Credit card (automatic),35.65,646.05,No
7854-FOKSF,Male,No,Electronic check,35.9,35.9,Yes
2519-FAKOD,Male,Yes,Bank transfer (automatic),99.25,3777.15,Yes
8406-LNMHF,Male,Yes,Credit card (automatic),82.95,4903.15,No
